"UPM","VIV_SEL","R_SEL","CVE_ENT","NOM_ENT","CVE_MUN","NOM_MUN","LOC","CD","PER","R_DEF","H_MUD","S_MUD","TIPO_CUEST","N_ENT","BP1_1","BP1_2_01","BP1_2_02","BP1_2_03","BP1_2_04","BP1_2_05","BP1_2_06","BP1_2_07","BP1_2_08","BP1_2_09","BP1_2_10","BP1_2_11","BP1_2_12","BP1_3","BP1_4_1","BP1_4_2","BP1_4_3","BP1_4_4","BP1_4_5","BP1_4_6","BP1_4_7","BP1_4_8","BP1_5_1","BP1_5_2","BP1_5_3","BP1_5_4","BP1_5_5","BP1_6_1","BP1_6_2","BP1_6_3","BP1_6_4","BP1_6_5","BP1_6_6","BP1_6_7","BP1_6_8","BP1_6_9","BP1_6_10","BP1_6_11","BP1_6_12","BP1_6_13","BP1_6_99","BP1_7_1","BP1_7_2","BP1_7_3","BP1_7_4","BP1_7_5","BP1_7_6","BP1_8_1","BP1_8_2","BP1_8_3","BP1_8_4","BP1_8_5","BP1_8_6","BP1_9_1","BP1_9_2","BP1_9_3","BP1_9_4","BP1_9_5","BP1_9_6","BP2_1","BP2_2_01","BP2_2_02","BP2_2_03","BP2_2_04","BP2_2_05","BP2_2_06","BP2_2_07","BP2_2_08","BP2_2_09","BP2_2_10","BP2_2_11","BP2_2_12","BP2_2_13","BP2_2_14","BP2_2_15","BP2_2_16","BP2_2_17","BP2_2_18","BP2_3_1","BP2_3_2","BP2_3_3","BP2_3_4","BP2_3_5","BP2_3_6","BP2_3_7","BP2_4_1","BP2_4_2","BP2_4_3","BP2_4_4","BP2_4_5","BP2_4_6","BP2_4_7","BP2_4_8","BP2_4_9","BP2_4_10","BP2_4_11","BP3_1_01","BP3_1_02","BP3_1_03","BP3_1_04","BP3_1_05","BP3_1_06","BP3_1_07","BP3_1_08","BP3_1_09","BP3_1_10","BP3_1_11","BP3_1_12","BP3_1_13","BP3_1_14","BP3_1_15","BP3_1_99","BP3_2","FAC_SEL","DOMINIO","EST","UPM_DIS","EST_DIS"
"1503599
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","1
","2
","2
","2
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","2
","2
","2
","1
","1
","2
","
","
","
","2
","2
","2
","
","
","
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","613
","U
","2
","27940
","0620
"
"1503599
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","2
","2
","3
","3
","2
","2
","3
","3
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","2
","2
","3
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","3
","3
","2
","2
","2
","3
","4
","3
","2
","2
","2
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1226
","U
","2
","27940
","0620
"
"1503599
","05
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","3
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","3
","2
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","3
","3
","1
","1
","1
","2
","4
","3
","1
","1
","1
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","4
","1839
","U
","2
","27940
","0620
"
"1503604
","01
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","3
","3
","2
","2
","3
","3
","2
","2
","2
","3
","4
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","2
","1
","2
","2
","3
","3
","
","3
","
","3
","3
","4
","
","3
","
","1
","1
","1
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","1
","1
","0
","0
","1
","1
","1
","1
","0
","0
","0
","0
","4
","1335
","U
","2
","27950
","0620
"
"1503604
","02
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","2
","3
","1
","1
","3
","3
","2
","2
","2
","2
","1
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","2
","2
","2
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","3
","2
","1
","2
","2
","3
","2
","3
","1
","2
","2
","1
","0
","1
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","2
","1335
","U
","2
","27950
","0620
"
"1503604
","03
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","2
","1
","3
","3
","2
","3
","3
","2
","2
","3
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","3
","2
","2
","2
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","3
","2
","1
","1
","1
","3
","2
","2
","9
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","2003
","U
","2
","27950
","0620
"
"1503604
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","1
","3
","2
","2
","3
","3
","2
","1
","1
","2
","1
","1
","1
","1
","2
","9
","2
","9
","9
","1
","1
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","2
","2
","2
","1
","2
","1
","
","
","
","1
","
","2
","
","
","
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","0
","0
","2
","1335
","U
","2
","27950
","0620
"
"1503604
","05
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","2
","3
","2
","2
","3
","3
","2
","3
","2
","3
","4
","1
","1
","1
","1
","1
","1
","2
","1
","2
","3
","2
","3
","3
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","2
","2
","1
","1
","2
","2
","
","
","2
","1
","
","2
","
","
","2
","1
","
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","0
","1
","1
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","3
","668
","U
","2
","27950
","0620
"
"1503613
","01
","08
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","1
","1
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","2
","2
","1
","1
","1
","2
","2
","2
","1
","1
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","3
","1530
","U
","2
","27960
","0620
"
"1503613
","02
","04
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","1
","1
","-
","5
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","2
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","2
","2
","2
","2
","3
","3
","
","
","
","
","2
","4
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","0
","0
","0
","4
","765
","U
","2
","27960
","0620
"
"1503613
","03
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","1
","1
","3
","1
","1
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","1
","3
","3
","3
","1
","2
","1
","3
","3
","3
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","1
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","4
","1530
","U
","2
","27960
","0620
"
"1503613
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","1
","-
","5
","2
","1
","3
","1
","3
","2
","2
","3
","3
","3
","3
","3
","3
","4
","1
","1
","1
","1
","1
","1
","2
","1
","2
","3
","2
","3
","3
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","765
","U
","2
","27960
","0620
"
"1503613
","05
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","5
","2
","1
","2
","2
","3
","2
","3
","2
","2
","2
","3
","2
","3
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","2
","3
","2
","2
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","2
","1
","2
","2
","3
","
","
","2
","
","2
","4
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","765
","U
","2
","27960
","0620
"
"1503629
","01
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","3
","3
","2
","3
","2
","1
","1
","2
","1
","1
","2
","1
","1
","2
","2
","3
","2
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","2
","1
","2
","3
","3
","3
","
","2
","
","2
","2
","3
","
","2
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","0
","1
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","3
","1784
","U
","2
","27970
","0620
"
"1503629
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","3
","2
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","1
","3
","1
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","2
","1
","1
","1
","1
","2
","
","3
","9
","2
","2
","2
","
","2
","9
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","1189
","U
","2
","27970
","0620
"
"1503629
","03
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","1
","2
","2
","3
","2
","3
","3
","3
","2
","1
","1
","3
","3
","2
","1
","1
","2
","1
","1
","9
","9
","1
","2
","2
","2
","2
","0
","1
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","2
","1
","2
","3
","3
","
","
","2
","
","3
","3
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","1
","1
","0
","0
","0
","3
","2379
","U
","2
","27970
","0620
"
"1503629
","04
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","2
","2
","2
","3
","1
","1
","1
","1
","2
","3
","1
","3
","1
","1
","1
","1
","1
","1
","1
","2
","9
","2
","3
","2
","3
","2
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","9
","1
","1
","1
","2
","2
","9
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","1784
","U
","2
","27970
","0620
"
"1503629
","05
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","2
","1
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","3
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","2
","2
","2
","2
","2
","3
","
","
","
","
","
","4
","
","
","
","
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","3
","1189
","U
","2
","27970
","0620
"
"1503635
","01
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","1
","1
","3
","2
","1
","1
","1
","2
","2
","2
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","3
","3
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","3
","2560
","U
","2
","27980
","0620
"
"1503635
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","2
","1
","3
","1
","1
","1
","2
","2
","1
","1
","2
","3
","2
","2
","2
","2
","2
","1
","2
","1
","1
","1
","2
","1
","2
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","
","1
","1
","1
","1
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","4
","640
","U
","2
","27980
","0620
"
"1503635
","03
","04
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","3
","1
","1
","1
","2
","1
","1
","2
","1
","1
","2
","1
","3
","3
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","4
","4
","2
","2
","4
","4
","4
","2
","2
","2
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","3200
","U
","2
","27980
","0620
"
"1503635
","04
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","2
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","2
","3
","1
","1
","1
","2
","1
","1
","1
","2
","1
","1
","1
","1
","2
","1
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","9
","4
","4
","2
","4
","3
","9
","9
","9
","2
","9
","1
","1
","1
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","4
","2560
","U
","2
","27980
","0620
"
"1503635
","05
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","2
","1
","2
","2
","2
","1
","1
","1
","3
","2
","1
","1
","1
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","4
","4
","1
","1
","1
","1
","4
","4
","1
","1
","1
","1
","1
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","1
","1
","1
","1
","1
","1
","1
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","1280
","U
","2
","27980
","0620
"
"1503661
","01
","04
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","3
","2
","3
","3
","1
","3
","3
","2
","3
","2
","1
","3
","2
","1
","1
","2
","2
","1
","2
","2
","3
","1
","1
","1
","2
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","2
","2
","2
","2
","1
","2
","
","
","
","
","2
","
","
","
","
","
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","3
","2099
","U
","2
","27990
","0620
"
"1503661
","02
","03
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","3
","2
","3
","2
","1
","2
","2
","2
","3
","3
","3
","4
","2
","1
","1
","2
","2
","1
","2
","1
","1
","1
","1
","1
","2
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","1
","1
","1
","1
","4
","4
","4
","2
","1
","1
","4
","4
","4
","2
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","3
","2099
","U
","2
","27990
","0620
"
"1503661
","03
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","3
","3
","1
","1
","2
","2
","2
","2
","1
","4
","2
","1
","1
","2
","2
","2
","2
","1
","1
","1
","2
","1
","3
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","3
","2
","2
","3
","3
","3
","2
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","3
","2798
","U
","2
","27990
","0620
"
"1503661
","04
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","2
","2
","2
","3
","2
","2
","3
","3
","2
","2
","2
","2
","4
","2
","1
","1
","2
","1
","1
","2
","2
","1
","1
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","2
","1
","1
","2
","9
","9
","
","2
","1
","
","9
","9
","
","2
","1
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","2
","1399
","U
","2
","27990
","0620
"
"1503661
","05
","04
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","3
","2
","1
","2
","2
","1
","2
","1
","3
","3
","2
","1
","2
","2
","3
","1
","1
","2
","1
","1
","1
","9
","9
","1
","1
","2
","1
","3
","0
","1
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","3
","3
","3
","2
","2
","2
","3
","3
","3
","2
","2
","2
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2798
","U
","2
","27990
","0620
"
"1503671
","01
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","1
","1
","1
","1
","3
","1
","1
","2
","2
","2
","1
","1
","1
","2
","2
","2
","2
","2
","2
","2
","2
","1
","1
","1
","2
","2
","3
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","2
","3
","2
","4
","2
","2
","
","3
","2
","2
","2
","2
","
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","0
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","1
","1
","0
","0
","0
","3
","2101
","U
","2
","28000
","0620
"
"1503671
","02
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","1
","1
","2
","3
","1
","3
","1
","1
","2
","1
","1
","1
","3
","1
","1
","1
","2
","2
","2
","2
","2
","1
","2
","2
","2
","3
","0
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","2
","2
","2
","2
","1
","1
","
","
","
","
","4
","3
","
","
","
","
","2
","2
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","2
","1401
","U
","2
","28000
","0620
"
"1503671
","04
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","2
","2
","2
","3
","2
","2
","2
","2
","2
","2
","2
","2
","4
","1
","1
","1
","1
","1
","1
","2
","1
","1
","1
","1
","1
","3
","0
","0
","0
","0
","0
","0
","0
","1
","0
","1
","0
","0
","0
","0
","2
","2
","2
","2
","1
","2
","
","
","
","
","1
","
","
","
","
","
","2
","
","1
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","1
","0
","1
","0
","1
","0
","0
","0
","0
","2
","1401
","U
","2
","28000
","0620
"
"1503671
","05
","01
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","1
","2
","2
","2
","2
","1
","1
","2
","2
","2
","3
","2
","2
","1
","3
","2
","1
","2
","2
","2
","2
","2
","2
","1
","1
","2
","1
","3
","1
","0
","0
","0
","1
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","2
","1
","2
","1
","1
","3
","
","2
","
","1
","1
","3
","
","2
","
","1
","1
","1
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","0
","0
","0
","1
","0
","0
","1
","0
","1
","0
","0
","1
","0
","0
","0
","3
","1401
","U
","2
","28000
","0620
"
"1503711
","01
","02
","15
","Mexico
","031
","Chimalhuacan
","0001
","91
","0120
","01
","0
","0
","-
","4
","1
","1
","1
","1
","3
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","1
","2
","1
","1
","2
","1
","1
","2
","1
","0
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","1
","2
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","1
","0
","0
","0
","0
","1
","0
","0
","0
","0
","0
","0
","0
","0
","0
","0
","1
","2725
","U
","1
","28010
","0610
"
